trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
121,False,"{'a': 0.5, 'e': 0.30119421191220214}",25,0,-64.06262671706727,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
122,False,"{'a': 0.5, 'e': 0.2981972794298874}",20,4,-0.7691444864872252,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.2952301669240142}",20,12,-5.495080900168708,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.2922925776808594}",20,3,-69.88549362072733,"{0: 12, 1: 2, 2: 0, 3: 2, 4: 1}",1
125,False,"{'a': 0.5, 'e': 0.2893842179390506}",25,3,28.247538368234537,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.2865047968601901}",30,0,-7.810261299693295,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.2836540264997704}",20,10,19.11063799007462,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.2808316217783798}",25,6,-18.764826515789256,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.27803730045319414}",35,14,11.683734553907431,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.27527078308975234}",20,8,-46.04945367516824,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
131,False,"{'a': 0.5, 'e': 0.2725317930340126}",20,0,9.693149995195569,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.2698200563846868}",30,5,-6.820695804760877,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
133,False,"{'a': 0.5, 'e': 0.26713530196585034}",25,6,31.996343624781826,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.26447726129982396}",25,14,17.375304057132293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.261845668580326}",25,0,-18.197926833702564,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.2592402606458915}",20,0,30.972157422332593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
137,False,"{'a': 0.5, 'e': 0.2566607769535559}",20,11,-35.03887567119348,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.25410695955280027}",20,12,14.677762207428852,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.25157855305975646}",20,0,-29.8774507552756,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.24907530463166816}",20,5,0.503142346962135,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.24659696394160643}",30,8,-0.8058558425255964,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.2441432831534371}",25,4,22.905449904695764,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.24171401689703645}",20,12,3.6642979850154633,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23930892224375455}",25,17,7.699896317692961,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.23692775868212176}",25,17,12.499237922434038,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23457028809379765}",20,1,2.4124575487881827,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.23223627472975883}",20,0,-22.85327713958429,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.22992548518672384}",35,13,8.428024438674392,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.22763768838381274}",25,0,39.40601235424692,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.22537265553943872}",20,7,-73.17844848720706,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 2}",1
151,False,"{'a': 0.5, 'e': 0.22313016014842982}",25,13,4.021608619089517,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.2209099779593782}",20,9,18.025491275100013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.21871188695221475}",20,10,10.85249593523763,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.21653566731600707}",30,3,34.85832361924828,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21438110142697794}",30,1,22.132401839171806,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.21224797382674304}",20,12,15.312064378831966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.21013607120076472}",20,0,26.2977128496579,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
158,False,"{'a': 0.5, 'e': 0.20804518235702046}",20,14,13.350640092148172,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.20597509820488344}",20,6,-2.69643920354281,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.20392561173421342}",25,14,18.912837589748488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.20189651799465538}",20,11,-4.145776461315478,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.1998876140751445}",20,2,20.847046179425018,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19789869908361465}",20,0,26.9228938811388,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19592957412690934}",25,3,-6.2053664368723584,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19398004229089189}",25,11,23.686904303681928,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.19204990862075408}",25,15,8.479291548696624,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.1901389801015205}",30,8,-6.9230987321422495,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
168,False,"{'a': 0.5, 'e': 0.1882470656387468}",25,0,16.276653305916597,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
169,False,"{'a': 0.5, 'e': 0.18637397603940997}",20,9,14.613159425620719,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18451952399298926}",35,20,12.313146712012317,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.18268352405273466}",20,0,2.684276081364296,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.1808657926171221}",20,15,-14.554176528582735,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.17906614791149322}",20,9,16.912936219615315,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.17728440996987782}",25,13,-20.231948691713512,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
175,False,"{'a': 0.5, 'e': 0.17552040061699686}",20,0,-6.945583116247617,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
176,False,"{'a': 0.5, 'e': 0.17377394345044514}",20,0,31.697178530958773,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.17204486382305054}",25,15,13.683091708721538,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.17033298882540943}",20,2,17.36152083109672,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.1686381472685955}",25,14,-27.185526422785397,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
180,False,"{'a': 0.5, 'e': 0.1669601696670407}",25,16,13.73075859842052,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16529888822158653}",25,8,21.29730480935928,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16365413680270405}",30,13,-67.20883484389486,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 1}",1
183,False,"{'a': 0.5, 'e': 0.16202575093388075}",25,0,-24.41930865048001,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.16041356777517274}",20,13,10.146995727336305,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.15881742610692068}",20,10,6.816413272158901,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1572371663136276}",25,0,2.979444575108049,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
187,False,"{'a': 0.5, 'e': 0.1556726303679973}",20,11,-2.495670027910596,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.1541236618151314}",20,9,18.698302908126383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.15259010575688386}",20,13,10.833377345902822,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.15107180883637084}",20,3,2.398213564761921,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14956861922263504}",35,4,-40.99680169576186,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 2}",1
192,False,"{'a': 0.5, 'e': 0.14808038659546244}",25,13,-20.30684476043495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
193,False,"{'a': 0.5, 'e': 0.14660696213035015}",20,13,13.964914840526598,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.14514819848362373}",25,0,18.59908490639603,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.14370394977770293}",20,7,16.502876563725867,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.1422740715865136}",25,3,2.0553959896570806,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.140858420921045}",20,2,-21.006667018173015,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.5, 'e': 0.13945685621505094}",25,18,-19.366910551953026,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13806923731089282}",30,2,-42.15720065369214,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 1}",1
200,False,"{'a': 0.5, 'e': 0.13669542544552385}",25,13,-26.255289832383898,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.5, 'e': 0.1353352832366127}",30,18,23.84512828332159,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13398867466880493}",25,2,8.076181012250368,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13265546508012172}",30,8,-10.847551920608073,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.13133552114849303}",20,0,8.92446632044418,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
205,False,"{'a': 0.5, 'e': 0.1300287108784259}",20,8,19.48071185241658,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12873490358780423}",30,8,27.210681660662683,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12745396989482075}",25,12,24.54963039033534,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12618578170503877}",20,5,29.158310400364236,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12493021219858241}",25,13,-0.35042297286893387,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12368713581745483}",20,6,-6.964480983455733,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.1224564282529819}",20,12,16.076435458284966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.12123796643338168}",20,6,24.17079564761977,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.12003162851145673}",25,0,26.226588424643573,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.11883729385240965}",35,18,25.63700490040678,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11765484302177918}",20,3,28.71611803601328,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11648415777349697}",20,10,-3.7289657674105756,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11532512103806251}",25,20,9.017053407781102,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.1141776169108365}",30,0,24.74081091716602,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.11304153064044985}",20,13,-26.804190089739308,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.11191674861732888}",30,13,18.234384375828924,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.11080315836233387}",25,0,7.191281369489236,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.10970064851551141}",25,17,15.274221974555898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10860910882495796}",25,13,1.3725546205598955,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10752843013579495}",20,0,25.242396680145255,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.1064585043792528}",20,3,32.646419871775905,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10539922456186433}",35,10,40.39748565640396,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.104350484754765}",25,1,-16.929405652723624,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
228,False,"{'a': 0.5, 'e': 0.1033121800831002}",30,15,28.415088561057942,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10228420671553744}",25,13,12.858451130029671,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.1012664618538834}",25,9,22.767677668781573,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.1002588437228037}",20,2,-9.96606871710923,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
232,False,"{'a': 0.5, 'e': 0.09926125155964566}",20,0,29.77966756699435,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.09827358560436154}",20,8,17.11881949030677,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09729574708953276}",35,20,30.213905325523232,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.09632763823049303}",20,7,0.46705054236894705,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09536916221554961}",30,0,26.263161391453927,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.09442022319630235}",25,0,42.893291260700565,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.09348072627805847}",20,3,18.90371596334262,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.09255057751034329}",25,16,14.913774990206988,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.09162968387750484}",20,2,16.13497572813256,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.09071795328941251}",25,15,18.799499546861473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08981529457224763}",20,2,26.05975960273541,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08892161745938634}",20,12,14.129766284573908,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.08803683258237255}",25,5,13.744216583868404,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.0871608514619813}",25,10,14.541658897066469,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.0862935864993705}",30,0,14.99553879786845,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08543495096732123}",30,19,-24.055841953506157,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.5, 'e': 0.08458485900156469}",25,5,7.518093166665443,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08374322559219596}",25,14,19.39784427679498,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
